Año,Trimestre,Provincia,Accesos por cada 100 hogares,Categoría,Fecha
2014,4, Buenos Aires ,56.09,Alta penetración,2014-04-01
2014,4, Capital Federal ,114.9,Alta penetración,2014-04-01
2014,4, Catamarca ,25.51,Baja penetración,2014-04-01
2014,4, Chaco ,21.87,Baja penetración,2014-04-01
2014,4, Chubut ,40.25,Baja penetración,2014-04-01
2014,4, Córdoba ,54.7,Alta penetración,2014-04-01
2014,4, Corrientes ,23.56,Baja penetración,2014-04-01
2014,4, Entre Ríos ,36.03,Baja penetración,2014-04-01
2014,4, Formosa ,17.96,Baja penetración,2014-04-01
2014,4, Jujuy ,19.6,Baja penetración,2014-04-01
2014,4, La Pampa ,51.27,Alta penetración,2014-04-01
2014,4, La Rioja ,17.01,Baja penetración,2014-04-01
2014,4, Mendoza ,32.64,Baja penetración,2014-04-01
2014,4, Misiones ,24.16,Baja penetración,2014-04-01
2014,4, Neuquén ,52.55,Alta penetración,2014-04-01
2014,4, Río Negro ,45.48,Baja penetración,2014-04-01
2014,4, Salta ,29.53,Baja penetración,2014-04-01
2014,4, San Juan ,28.04,Baja penetración,2014-04-01
2014,4, San Luis ,9.79,Baja penetración,2014-04-01
2014,4, Santa Cruz ,27.8,Baja penetración,2014-04-01
2014,4, Santa Fe ,50.0,Baja penetración,2014-04-01
2014,4, Santiago Del Estero ,17.27,Baja penetración,2014-04-01
2014,4, Tierra Del Fuego ,66.14,Alta penetración,2014-04-01
2014,4, Tucumán ,35.32,Baja penetración,2014-04-01
2014,3, Buenos Aires ,56.75,Alta penetración,2014-03-01
2014,3, Capital Federal ,113.8,Alta penetración,2014-03-01
2014,3, Catamarca ,24.71,Baja penetración,2014-03-01
2014,3, Chaco ,21.11,Baja penetración,2014-03-01
2014,3, Chubut ,40.6,Baja penetración,2014-03-01
2014,3, Córdoba ,54.23,Alta penetración,2014-03-01
2014,3, Corrientes ,22.79,Baja penetración,2014-03-01
2014,3, Entre Ríos ,34.98,Baja penetración,2014-03-01
2014,3, Formosa ,17.77,Baja penetración,2014-03-01
2014,3, Jujuy ,18.37,Baja penetración,2014-03-01
2014,3, La Pampa ,55.78,Alta penetración,2014-03-01
2014,3, La Rioja ,16.51,Baja penetración,2014-03-01
2014,3, Mendoza ,32.31,Baja penetración,2014-03-01
2014,3, Misiones ,23.57,Baja penetración,2014-03-01
2014,3, Neuquén ,56.4,Alta penetración,2014-03-01
2014,3, Río Negro ,46.2,Baja penetración,2014-03-01
2014,3, Salta ,29.22,Baja penetración,2014-03-01
2014,3, San Juan ,27.85,Baja penetración,2014-03-01
2014,3, San Luis ,9.71,Baja penetración,2014-03-01
2014,3, Santa Cruz ,28.23,Baja penetración,2014-03-01
2014,3, Santa Fe ,49.2,Baja penetración,2014-03-01
2014,3, Santiago Del Estero ,16.49,Baja penetración,2014-03-01
2014,3, Tierra Del Fuego ,65.69,Alta penetración,2014-03-01
2014,3, Tucumán ,33.94,Baja penetración,2014-03-01
2014,2, Buenos Aires ,55.06,Alta penetración,2014-02-01
2014,2, Capital Federal ,113.14,Alta penetración,2014-02-01
2014,2, Catamarca ,24.7,Baja penetración,2014-02-01
2014,2, Chaco ,20.96,Baja penetración,2014-02-01
2014,2, Chubut ,41.41,Baja penetración,2014-02-01
2014,2, Córdoba ,53.45,Alta penetración,2014-02-01
2014,2, Corrientes ,22.58,Baja penetración,2014-02-01
2014,2, Entre Ríos ,34.69,Baja penetración,2014-02-01
2014,2, Formosa ,17.54,Baja penetración,2014-02-01
2014,2, Jujuy ,18.71,Baja penetración,2014-02-01
2014,2, La Pampa ,49.71,Baja penetración,2014-02-01
2014,2, La Rioja ,16.5,Baja penetración,2014-02-01
2014,2, Mendoza ,32.1,Baja penetración,2014-02-01
2014,2, Misiones ,23.37,Baja penetración,2014-02-01
2014,2, Neuquén ,50.84,Alta penetración,2014-02-01
2014,2, Río Negro ,45.33,Baja penetración,2014-02-01
2014,2, Salta ,28.91,Baja penetración,2014-02-01
2014,2, San Juan ,27.78,Baja penetración,2014-02-01
2014,2, San Luis ,9.72,Baja penetración,2014-02-01
2014,2, Santa Cruz ,29.38,Baja penetración,2014-02-01
2014,2, Santa Fe ,48.39,Baja penetración,2014-02-01
2014,2, Santiago Del Estero ,16.7,Baja penetración,2014-02-01
2014,2, Tierra Del Fuego ,64.36,Alta penetración,2014-02-01
2014,2, Tucumán ,33.94,Baja penetración,2014-02-01
2014,1, Buenos Aires ,54.57,Alta penetración,2014-01-01
2014,1, Capital Federal ,112.25,Alta penetración,2014-01-01
2014,1, Catamarca ,24.25,Baja penetración,2014-01-01
2014,1, Chaco ,20.72,Baja penetración,2014-01-01
2014,1, Chubut ,41.24,Baja penetración,2014-01-01
2014,1, Córdoba ,52.52,Alta penetración,2014-01-01
2014,1, Corrientes ,22.32,Baja penetración,2014-01-01
2014,1, Entre Ríos ,34.37,Baja penetración,2014-01-01
2014,1, Formosa ,17.42,Baja penetración,2014-01-01
2014,1, Jujuy ,18.42,Baja penetración,2014-01-01
2014,1, La Pampa ,48.43,Baja penetración,2014-01-01
2014,1, La Rioja ,16.29,Baja penetración,2014-01-01
2014,1, Mendoza ,31.91,Baja penetración,2014-01-01
2014,1, Misiones ,23.14,Baja penetración,2014-01-01
2014,1, Neuquén ,49.79,Baja penetración,2014-01-01
2014,1, Río Negro ,44.91,Baja penetración,2014-01-01
