Provincia,Año,Trimestre,ADSL,Cablemodem,Fibra óptica,Fecha,ADSL_Change,Cablemodem_Change,Fibra_Change,Total_Accesos,Penetracion_Fibra
Buenos Aires,2014,1,1567685,1000879,120960,2014-01-01,,,,2689524,0.04497450106412882
Buenos Aires,2014,2,1568881,1025490,120008,2014-04-01,1196.0,24611.0,-952.0,2714379,0.04421195418915339
Buenos Aires,2014,3,1562533,1110628,124474,2014-07-01,-6348.0,85138.0,4466.0,2797635,0.044492580340180186
Buenos Aires,2014,4,1575978,1070135,120528,2014-10-01,13445.0,-40493.0,-3946.0,2766641,0.04356474150422841
Buenos Aires,2015,1,1583135,1096836,134177,2015-01-01,7157.0,26701.0,13649.0,2814148,0.047679439745173316
Buenos Aires,2015,2,1581770,1141052,115660,2015-04-01,-1365.0,44216.0,-18517.0,2838482,0.04074713174154354
Buenos Aires,2015,3,1585467,1183894,113590,2015-07-01,3697.0,42842.0,-2070.0,2882951,0.03940060028769133
Buenos Aires,2015,4,1586343,1223603,103269,2015-10-01,876.0,39709.0,-10321.0,2913215,0.0354484650120228
Buenos Aires,2016,1,1583560,1200859,111231,2016-01-01,-2783.0,-22744.0,7962.0,2895650,0.03841313694679951
Buenos Aires,2016,2,1579448,1305949,113070,2016-04-01,-4112.0,105090.0,1839.0,2998467,0.037709269436682145
Buenos Aires,2016,3,1574216,1355770,113463,2016-07-01,-5232.0,49821.0,393.0,3043449,0.037281058430747485
Buenos Aires,2016,4,1563542,1414676,118747,2016-10-01,-10674.0,58906.0,5284.0,3096965,0.03834302292728526
Buenos Aires,2017,1,1559178,1465817,118839,2017-01-01,-4364.0,51141.0,92.0,3143834,0.03780065995850926
Buenos Aires,2017,2,1378549,1535037,119132,2017-04-01,-180629.0,69220.0,293.0,3032718,0.039282254400178324
Buenos Aires,2017,3,1288025,1571180,124920,2017-07-01,-90524.0,36143.0,5788.0,2984125,0.04186151719515771
Buenos Aires,2017,4,1241172,1718013,131181,2017-10-01,-46853.0,146833.0,6261.0,3090366,0.04244837019304509
Buenos Aires,2018,1,1452061,1793884,133928,2018-01-01,210889.0,75871.0,2747.0,3379873,0.03962515751331485
Buenos Aires,2018,2,1450203,1807868,143626,2018-04-01,-1858.0,13984.0,9698.0,3401697,0.042221867497310904
Buenos Aires,2018,3,1435856,1929273,156382,2018-07-01,-14347.0,121405.0,12756.0,3521511,0.044407642060467795
Buenos Aires,2018,4,1305576,1949637,296102,2018-10-01,-130280.0,20364.0,139720.0,3551315,0.08337812894660147
Buenos Aires,2019,4,720011,2191672,669194,2019-10-01,-585565.0,242035.0,373092.0,3580877,0.18687991796423056
Buenos Aires,2020,1,673237,2210349,720688,2020-01-01,-46774.0,18677.0,51494.0,3604274,0.1999537216094004
Buenos Aires,2020,2,661272,2244277,723072,2020-04-01,-11965.0,33928.0,2384.0,3628621,0.19926908872544144
Buenos Aires,2020,3,653930,2384557,749087,2020-07-01,-7342.0,140280.0,26015.0,3787574,0.19777488175808577
Buenos Aires,2020,4,635651,2441248,804991,2020-10-01,-18279.0,56691.0,55904.0,3881890,0.20737089407479348
Buenos Aires,2021,1,629679,2452056,821597,2021-01-01,-5972.0,10808.0,16606.0,3903332,0.21048606677577003
Buenos Aires,2021,2,603255,2503830,854173,2021-04-01,-26424.0,51774.0,32576.0,3961258,0.21563175132748233
Buenos Aires,2021,3,585729,2595485,885613,2021-07-01,-17526.0,91655.0,31440.0,4066827,0.21776510286766562
Buenos Aires,2021,4,426325,2706506,1176024,2021-10-01,-159404.0,111021.0,290411.0,4308855,0.27293190418336194
Buenos Aires,2022,1,392045,2728865,1242121,2022-01-01,-34280.0,22359.0,66097.0,4363031,0.28469222428169777
Buenos Aires,2022,2,350652,2719613,1399043,2022-04-01,-41393.0,-9252.0,156922.0,4469308,0.31303347184843827
Buenos Aires,2022,3,339648,2748325,1436433,2022-07-01,-11004.0,28712.0,37390.0,4524406,0.3174854334469541
Buenos Aires,2022,4,325908,2767247,1499149,2022-10-01,-13740.0,18922.0,62716.0,4592304,0.32644811841724763
Buenos Aires,2023,1,304583,2761043,1551074,2023-01-01,-21325.0,-6204.0,51925.0,4616700,0.33597028180301947
Buenos Aires,2023,2,265537,2766463,1645945,2023-04-01,-39046.0,5420.0,94871.0,4677945,0.3518521487533522
Buenos Aires,2023,3,237705,2784175,1740239,2023-07-01,-27832.0,17712.0,94294.0,4762119,0.3654337491356264
Buenos Aires,2023,4,223391,2797700,1784593,2023-10-01,-14314.0,13525.0,44354.0,4805684,0.37135046748808287
Buenos Aires,2024,2,214055,2722466,1849476,2024-04-01,-9336.0,-75234.0,64883.0,4785997,0.3864348431476242
Capital Federal,2014,1,445569,820161,17767,2014-01-01,,,,1283497,0.013842650197078763
Capital Federal,2014,2,447637,828411,17729,2014-04-01,2068.0,8250.0,-38.0,1293777,0.013703288897545712
Capital Federal,2014,3,450155,833402,17886,2014-07-01,2518.0,4991.0,157.0,1301443,0.013743206579158672
Capital Federal,2014,4,455785,840224,17155,2014-10-01,5630.0,6822.0,-731.0,1313164,0.013063867117892357
Capital Federal,2015,1,454934,841743,19334,2015-01-01,-851.0,1519.0,2179.0,1316011,0.014691366561525702
Capital Federal,2015,2,453178,858342,19786,2015-04-01,-1756.0,16599.0,452.0,1331306,0.014862097819734906
Capital Federal,2015,3,454815,871262,30974,2015-07-01,1637.0,12920.0,11188.0,1357051,0.022824492226158045
Capital Federal,2015,4,455427,879950,19818,2015-10-01,612.0,8688.0,-11156.0,1355195,0.014623725736886573
Capital Federal,2016,1,454425,832126,36332,2016-01-01,-1002.0,-47824.0,16514.0,1322883,0.027464257988045807
Capital Federal,2016,2,450644,892209,36669,2016-04-01,-3781.0,60083.0,337.0,1379522,0.026580946153812696
Capital Federal,2016,3,447726,905105,36796,2016-07-01,-2918.0,12896.0,127.0,1389627,0.0264790479747443
Capital Federal,2016,4,434835,914952,38161,2016-10-01,-12891.0,9847.0,1365.0,1387948,0.027494545905178004
Capital Federal,2017,1,428801,918328,38259,2017-01-01,-6034.0,3376.0,98.0,1385388,0.027616090221656314
Capital Federal,2017,2,615262,932466,38628,2017-04-01,186461.0,14138.0,369.0,1586356,0.02435014586889702
Capital Federal,2017,3,583249,941092,33481,2017-07-01,-32013.0,8626.0,-5147.0,1557822,0.021492185885165313
Capital Federal,2017,4,571363,961688,36277,2017-10-01,-11886.0,20596.0,2796.0,1569328,0.02311626377659737
Capital Federal,2018,1,349995,968483,35535,2018-01-01,-221368.0,6795.0,-742.0,1354013,0.02624420888130321
Capital Federal,2018,2,342431,977916,35610,2018-04-01,-7564.0,9433.0,75.0,1355957,0.026261894735600023
Capital Federal,2018,3,334353,1009252,35694,2018-07-01,-8078.0,31336.0,84.0,1379299,0.025878362849534438
Capital Federal,2018,4,328253,1019490,33042,2018-10-01,-6100.0,10238.0,-2652.0,1380785,0.02392986598203196
Capital Federal,2019,4,196938,1093143,35534,2019-10-01,-131315.0,73653.0,2492.0,1325615,0.026805671329911022
Capital Federal,2020,1,184494,1097635,38898,2020-01-01,-12444.0,4492.0,3364.0,1321027,0.029445272503892804
Capital Federal,2020,2,178896,1106133,39482,2020-04-01,-5598.0,8498.0,584.0,1324511,0.029808736960281947
Capital Federal,2020,3,170375,1129573,39417,2020-07-01,-8521.0,23440.0,-65.0,1339365,0.029429617766628214
Capital Federal,2020,4,163060,1142528,39890,2020-10-01,-7315.0,12955.0,473.0,1345478,0.02964745614569692
Capital Federal,2021,1,159805,1145093,39980,2021-01-01,-3255.0,2565.0,90.0,1344878,0.029727603544708145
Capital Federal,2021,2,148989,1175097,41318,2021-04-01,-10816.0,30004.0,1338.0,1365404,0.030260640806676998
Capital Federal,2021,3,142902,1192107,42966,2021-07-01,-6087.0,17010.0,1648.0,1377975,0.031180536657051106
Capital Federal,2021,4,111360,1205128,60005,2021-10-01,-31542.0,13021.0,17039.0,1376493,0.043592666290348005
Capital Federal,2022,1,102290,1217225,62308,2022-01-01,-9070.0,12097.0,2303.0,1381823,0.04509115856372343
Capital Federal,2022,2,145491,1232226,121506,2022-04-01,43201.0,15001.0,59198.0,1499223,0.08104598181858202
Capital Federal,2022,3,140791,1240125,129218,2022-07-01,-4700.0,7899.0,7712.0,1510134,0.08556724105278074
Capital Federal,2022,4,138753,1238196,138548,2022-10-01,-2038.0,-1929.0,9330.0,1515497,0.09142083422138084
Capital Federal,2023,1,132149,1223930,156222,2023-01-01,-6604.0,-14266.0,17674.0,1512301,0.10330086404756725
Capital Federal,2023,2,68348,1218631,136295,2023-04-01,-63801.0,-5299.0,-19927.0,1423274,0.09576160317690058
Capital Federal,2023,3,60765,1205339,167428,2023-07-01,-7583.0,-13292.0,31133.0,1433532,0.11679404436036307
Capital Federal,2023,4,58700,1198835,182520,2023-10-01,-2065.0,-6504.0,15092.0,1440055,0.12674515903906447
Capital Federal,2024,1,70108,1177475,203756,2024-01-01,11408.0,-21360.0,21236.0,1451339,0.14039173480489398
Capital Federal,2024,2,54102,1144781,230402,2024-04-01,-16006.0,-32694.0,26646.0,1429285,0.1612008801603599
Catamarca,2014,1,24126,46,17,2014-01-01,,,,24189,0.0007027987928397206
Catamarca,2014,2,24380,243,17,2014-04-01,254.0,197.0,0.0,24640,0.000689935064935065
Catamarca,2014,3,24380,244,15,2014-07-01,0.0,1.0,-2.0,24639,0.0006087909411907951
Catamarca,2014,4,25192,241,16,2014-10-01,812.0,-3.0,1.0,25449,0.0006287083971865299
Catamarca,2015,1,25033,241,16,2015-01-01,-159.0,0.0,0.0,25290,0.0006326611308817714
Catamarca,2015,2,25387,242,15,2015-04-01,354.0,1.0,-1.0,25644,0.000584932147870847
Catamarca,2015,3,25801,242,15,2015-07-01,414.0,0.0,0.0,26058,0.0005756389592447617
Catamarca,2015,4,26180,242,15,2015-10-01,379.0,0.0,0.0,26437,0.000567386617240988
Catamarca,2016,1,26096,243,15,2016-01-01,-84.0,1.0,0.0,26354,0.0005691735599908932
Catamarca,2016,2,26262,245,14,2016-04-01,166.0,2.0,-1.0,26521,0.0005278835639681761
Catamarca,2016,3,26689,248,14,2016-07-01,427.0,3.0,0.0,26951,0.0005194612444807243
Catamarca,2016,4,26735,250,14,2016-10-01,46.0,2.0,0.0,26999,0.0005185377236193933
Catamarca,2017,1,26020,248,14,2017-01-01,-715.0,-2.0,0.0,26282,0.000532683966212617
Catamarca,2017,2,26401,255,14,2017-04-01,381.0,7.0,0.0,26670,0.0005249343832020997
Catamarca,2017,3,26873,4411,12,2017-07-01,472.0,4156.0,-2.0,31296,0.0003834355828220859
Catamarca,2017,4,27083,263,11,2017-10-01,210.0,-4148.0,-1.0,27357,0.0004020908725371934
Catamarca,2018,1,27300,4415,15,2018-01-01,217.0,4152.0,4.0,31730,0.0004727387330601954
Catamarca,2018,2,27444,4415,15,2018-04-01,144.0,0.0,0.0,31874,0.00047060299930978225
Catamarca,2018,3,27553,4443,15,2018-07-01,109.0,28.0,0.0,32011,0.00046858892255787073
Catamarca,2018,4,26912,4443,16,2018-10-01,-641.0,0.0,1.0,31371,0.0005100251824933856
Catamarca,2019,4,22999,3318,9506,2019-10-01,-3913.0,-1125.0,9490.0,35823,0.26536024341903247
Catamarca,2020,1,21945,3146,12056,2020-01-01,-1054.0,-172.0,2550.0,37147,0.3245484157536275
Catamarca,2020,2,26968,3641,14878,2020-04-01,5023.0,495.0,2822.0,45487,0.3270824631213314
Catamarca,2020,3,26868,3690,16857,2020-07-01,-100.0,49.0,1979.0,47415,0.3555204049351471
Catamarca,2020,4,26870,5115,17856,2020-10-01,2.0,1425.0,999.0,49841,0.35825926446098594
Catamarca,2021,1,26316,4409,18688,2021-01-01,-554.0,-706.0,832.0,49413,0.3782000688078036
Catamarca,2021,2,20305,9426,22331,2021-04-01,-6011.0,5017.0,3643.0,52062,0.4289308900925819
Catamarca,2021,3,18413,11709,22331,2021-07-01,-1892.0,2283.0,0.0,52453,0.42573351381236535
Catamarca,2021,4,16385,13858,25100,2021-10-01,-2028.0,2149.0,2769.0,55343,0.4535352257738106
Catamarca,2022,1,14181,15517,29118,2022-01-01,-2204.0,1659.0,4018.0,58816,0.49506936887921654
Catamarca,2022,2,11928,9430,42087,2022-04-01,-2253.0,-6087.0,12969.0,63445,0.6633619670580818
Catamarca,2022,3,10010,10495,46224,2022-07-01,-1918.0,1065.0,4137.0,66729,0.6927123139864227
Catamarca,2022,4,8952,10998,47337,2022-10-01,-1058.0,503.0,1113.0,67287,0.7035088501493602
Catamarca,2023,1,6980,10655,50230,2023-01-01,-1972.0,-343.0,2893.0,67865,0.7401458778457232
Catamarca,2023,2,7637,10700,53177,2023-04-01,657.0,45.0,2947.0,71514,0.7435886679531281
Catamarca,2023,3,7164,11066,54650,2023-07-01,-473.0,366.0,1473.0,72880,0.7498627881448957
Catamarca,2023,4,6669,11016,55437,2023-10-01,-495.0,-50.0,787.0,73122,0.7581439238532863
Catamarca,2024,1,5901,11025,56542,2024-01-01,-768.0,9.0,1105.0,73468,0.7696139815974302
Catamarca,2024,2,4951,10303,58355,2024-04-01,-950.0,-722.0,1813.0,73609,0.7927699058539037
Chaco,2014,1,52971,9497,30,2014-01-01,,,,62498,0.00048001536049153574
Chaco,2014,2,53321,9870,30,2014-04-01,350.0,373.0,0.0,63221,0.00047452586956865596
Chaco,2014,3,53321,10336,29,2014-07-01,0.0,466.0,-1.0,63686,0.00045535910561190845
Chaco,2014,4,55024,10918,31,2014-10-01,1703.0,582.0,2.0,65973,0.0004698891970957816
Chaco,2015,1,54952,26161,164,2015-01-01,-72.0,15243.0,133.0,81277,0.002017791010987118
Chaco,2015,2,55767,27809,179,2015-04-01,815.0,1648.0,15.0,83755,0.0021371858396513643
Chaco,2015,3,56282,28809,186,2015-07-01,515.0,1000.0,7.0,85277,0.0021811273848751714
Chaco,2015,4,56818,29456,186,2015-10-01,536.0,647.0,0.0,86460,0.0021512838306731435
Chaco,2016,1,56353,29994,211,2016-01-01,-465.0,538.0,25.0,86558,0.0024376718500889578
Chaco,2016,2,56112,31825,221,2016-04-01,-241.0,1831.0,10.0,88158,0.0025068626783729215
Chaco,2016,3,56251,32730,232,2016-07-01,139.0,905.0,11.0,89213,0.0026005178617466065
Chaco,2016,4,54974,33534,248,2016-10-01,-1277.0,804.0,16.0,88756,0.002794177295056109
Chaco,2017,1,54430,34277,252,2017-01-01,-544.0,743.0,4.0,88959,0.00283276565608876
Chaco,2017,2,54449,35613,458,2017-04-01,19.0,1336.0,206.0,90520,0.005059655324790102
Chaco,2017,3,54888,37307,456,2017-07-01,439.0,1694.0,-2.0,92651,0.004921695394545121
Chaco,2017,4,55035,39690,389,2017-10-01,147.0,2383.0,-67.0,95114,0.004089829047248565
Chaco,2018,1,54879,40157,383,2018-01-01,-156.0,467.0,-6.0,95419,0.004013875643215712
Chaco,2018,2,54134,40750,562,2018-04-01,-745.0,593.0,179.0,95446,0.005888146176895836
Chaco,2018,3,53927,42359,1990,2018-07-01,-207.0,1609.0,1428.0,98276,0.020249094387235947
Chaco,2018,4,53409,43555,1940,2018-10-01,-518.0,1196.0,-50.0,98904,0.019614980182803526
Chaco,2019,4,48661,53602,8831,2019-10-01,-4748.0,10047.0,6891.0,111094,0.07949124165121428
Chaco,2020,1,46356,54144,11958,2020-01-01,-2305.0,542.0,3127.0,112458,0.10633303099823935
Chaco,2020,2,46816,56017,17266,2020-04-01,460.0,1873.0,5308.0,120099,0.14376472743320096
Chaco,2020,3,45745,58825,20675,2020-07-01,-1071.0,2808.0,3409.0,125245,0.16507645015769093
Chaco,2020,4,44332,61200,23687,2020-10-01,-1413.0,2375.0,3012.0,129219,0.1833089561132651
Chaco,2021,1,43214,61251,25426,2021-01-01,-1118.0,51.0,1739.0,129891,0.19574874317697147
Chaco,2021,2,39826,62948,27584,2021-04-01,-3388.0,1697.0,2158.0,130358,0.2116018963162982
Chaco,2021,3,38258,63659,27583,2021-07-01,-1568.0,711.0,-1.0,129500,0.212996138996139
Chaco,2021,4,35548,63145,34688,2021-10-01,-2710.0,-514.0,7105.0,133381,0.2600670260381914
Chaco,2022,1,32391,64546,36662,2022-01-01,-3157.0,1401.0,1974.0,133599,0.2744182216932761
Chaco,2022,2,29552,61284,42194,2022-04-01,-2839.0,-3262.0,5532.0,133030,0.3171765767120198
Chaco,2022,3,27164,61800,44645,2022-07-01,-2388.0,516.0,2451.0,133609,0.3341466517974089
Chaco,2022,4,24582,61265,47285,2022-10-01,-2582.0,-535.0,2640.0,133132,0.3551738124568098
Chaco,2023,1,21243,60727,49756,2023-01-01,-3339.0,-538.0,2471.0,131726,0.3777234562652779
Chaco,2023,2,19115,59944,51955,2023-04-01,-2128.0,-783.0,2199.0,131014,0.3965606729051857
Chaco,2023,3,16420,60058,54993,2023-07-01,-2695.0,114.0,3038.0,131471,0.41828996508735766
Chaco,2023,4,14000,60277,62301,2023-10-01,-2420.0,219.0,7308.0,136578,0.45615692131968544
Chaco,2024,1,11343,58929,64463,2024-01-01,-2657.0,-1348.0,2162.0,134735,0.4784428693361042
Chaco,2024,2,9448,57935,68944,2024-04-01,-1895.0,-994.0,4481.0,136327,0.5057252048383666
Chubut,2014,1,51066,539,866,2014-01-01,,,,52471,0.01650435478645347
Chubut,2014,2,51070,649,866,2014-04-01,4.0,110.0,0.0,52585,0.01646857468859941
Chubut,2014,3,49219,668,882,2014-07-01,-1851.0,19.0,16.0,50769,0.017372806240028363
Chubut,2014,4,48539,697,891,2014-10-01,-680.0,29.0,9.0,50127,0.017774851876234364
Chubut,2015,1,45645,717,906,2015-01-01,-2894.0,20.0,15.0,47268,0.019167301345519167
Chubut,2015,2,43949,762,916,2015-04-01,-1696.0,45.0,10.0,45627,0.020075832292283078
Chubut,2015,3,43964,792,916,2015-07-01,15.0,30.0,0.0,45672,0.02005605184795936
Chubut,2015,4,43968,811,916,2015-10-01,4.0,19.0,0.0,45695,0.020045956888062152
Chubut,2016,1,43967,834,916,2016-01-01,-1.0,23.0,0.0,45717,0.02003631034407332
Chubut,2016,2,43977,867,916,2016-04-01,10.0,33.0,0.0,45760,0.02001748251748252
Chubut,2016,3,43987,935,916,2016-07-01,10.0,68.0,0.0,45838,0.019983419869976874
Chubut,2016,4,43994,955,916,2016-10-01,7.0,20.0,0.0,45865,0.019971655946800393
Chubut,2017,1,43994,999,916,2017-01-01,0.0,44.0,0.0,45909,0.019952514757454964
Chubut,2017,2,43994,1067,916,2017-04-01,0.0,68.0,0.0,45977,0.019923004980751245
Chubut,2017,3,56359,5645,1217,2017-07-01,12365.0,4578.0,301.0,63221,0.01924993277550181
Chubut,2017,4,56378,15097,1187,2017-10-01,19.0,9452.0,-30.0,72662,0.016335911480553796
Chubut,2018,1,56375,19591,1194,2018-01-01,-3.0,4494.0,7.0,77160,0.015474339035769828
Chubut,2018,2,58935,19591,1239,2018-04-01,2560.0,0.0,45.0,79765,0.015533128565160158
Chubut,2018,3,58887,23065,1239,2018-07-01,-48.0,3474.0,0.0,83191,0.01489343799209049
Chubut,2018,4,37215,23065,952,2018-10-01,-21672.0,0.0,-287.0,61232,0.015547426182388293
Chubut,2019,4,47045,26977,1324,2019-10-01,9830.0,3912.0,372.0,75346,0.01757226661003902
Chubut,2020,1,45763,27287,1324,2020-01-01,-1282.0,310.0,0.0,74374,0.017801920025815474
Chubut,2020,2,45761,38279,1324,2020-04-01,-2.0,10992.0,0.0,85364,0.01551005107539478
Chubut,2020,3,45761,39386,2897,2020-07-01,0.0,1107.0,1573.0,88044,0.03290400254418246
Chubut,2020,4,45703,39756,3040,2020-10-01,-58.0,370.0,143.0,88499,0.034350670629046655
Chubut,2021,1,45501,40960,3444,2021-01-01,-202.0,1204.0,404.0,89905,0.03830710194093766
Chubut,2021,2,49271,41497,6081,2021-04-01,3770.0,537.0,2637.0,96849,0.06278846451692842
Chubut,2021,3,49269,55794,8946,2021-07-01,-2.0,14297.0,2865.0,114009,0.07846748940873088
Chubut,2021,4,46361,57412,9655,2021-10-01,-2908.0,1618.0,709.0,113428,0.08512007617166838
Chubut,2022,1,44133,66667,9184,2022-01-01,-2228.0,9255.0,-471.0,119984,0.0765435391385518
Chubut,2022,2,45377,69242,9574,2022-04-01,1244.0,2575.0,390.0,124193,0.07708969104538903
Chubut,2022,3,45377,72212,9574,2022-07-01,0.0,2970.0,0.0,127163,0.07528919575662732
Chubut,2022,4,45450,73923,9815,2022-10-01,73.0,1711.0,241.0,129188,0.07597454871969533
Chubut,2023,1,45448,73525,9815,2023-01-01,-2.0,-398.0,0.0,128788,0.07621051650774917
Chubut,2023,2,33702,73689,16111,2023-04-01,-11746.0,164.0,6296.0,123502,0.1304513287234215
Chubut,2023,3,26352,75460,25827,2023-07-01,-7350.0,1771.0,9716.0,127639,0.2023441111259098
Chubut,2023,4,26306,77217,26174,2023-10-01,-46.0,1757.0,347.0,129697,0.20180883135307678
Chubut,2024,1,26306,77217,26356,2024-01-01,0.0,0.0,182.0,129879,0.2029273400626737
Chubut,2024,2,25955,80704,26516,2024-04-01,-351.0,3487.0,160.0,133175,0.19910643889618923
Corrientes,2014,1,52565,8279,31,2014-01-01,,,,60875,0.0005092402464065708
Corrientes,2014,2,52883,8680,31,2014-04-01,318.0,401.0,0.0,61594,0.0005032957755625548
Corrientes,2014,3,52957,9184,31,2014-07-01,74.0,504.0,0.0,62172,0.0004986167406549572
Corrientes,2014,4,54754,9526,40,2014-10-01,1797.0,342.0,9.0,64320,0.0006218905472636816
Corrientes,2015,1,54649,25372,129,2015-01-01,-105.0,15846.0,89.0,80150,0.0016094822208359326
Corrientes,2015,2,55238,26553,157,2015-04-01,589.0,1181.0,28.0,81948,0.0019158490750231854
Corrientes,2015,3,55792,27604,176,2015-07-01,554.0,1051.0,19.0,83572,0.0021059685061982484
Corrientes,2015,4,55681,28178,177,2015-10-01,-111.0,574.0,1.0,84036,0.002106240182778809
Corrientes,2016,1,55454,28491,192,2016-01-01,-227.0,313.0,15.0,84137,0.0022819924646707156
Corrientes,2016,2,55511,29845,203,2016-04-01,57.0,1354.0,11.0,85559,0.002372631751189238
Corrientes,2016,3,55934,30813,217,2016-07-01,423.0,968.0,14.0,86964,0.0024952854054551307
Corrientes,2016,4,54981,31497,233,2016-10-01,-953.0,684.0,16.0,86711,0.002687086990116594
Corrientes,2017,1,54993,31994,236,2017-01-01,12.0,497.0,3.0,87223,0.002705708356740768
Corrientes,2017,2,55262,33192,258,2017-04-01,269.0,1198.0,22.0,88712,0.0029082874921092976
Corrientes,2017,3,56247,33993,947,2017-07-01,985.0,801.0,689.0,91187,0.01038525228376852
Corrientes,2017,4,56786,34722,894,2017-10-01,539.0,729.0,-53.0,92402,0.009675115257245515
Corrientes,2018,1,56937,35225,888,2018-01-01,151.0,503.0,-6.0,93050,0.00954325631380978
Corrientes,2018,2,56541,39715,201,2018-04-01,-396.0,4490.0,-687.0,96457,0.002083830100459272
Corrientes,2018,3,56444,41300,212,2018-07-01,-97.0,1585.0,11.0,97956,0.0021642370043693086
Corrientes,2018,4,55842,42418,796,2018-10-01,-602.0,1118.0,584.0,99056,0.008035858504280407
Corrientes,2019,4,52525,51845,2002,2019-10-01,-3317.0,9427.0,1206.0,106372,0.018820742300605424
Corrientes,2020,1,51126,53231,2172,2020-01-01,-1399.0,1386.0,170.0,106529,0.020388814313473325
Corrientes,2020,2,51248,55536,3144,2020-04-01,122.0,2305.0,972.0,109928,0.02860053853431337
Corrientes,2020,3,50858,58681,2960,2020-07-01,-390.0,3145.0,-184.0,112499,0.026311344989733244
Corrientes,2020,4,50102,61495,3146,2020-10-01,-756.0,2814.0,186.0,114743,0.027417794549558578
Corrientes,2021,1,49160,62876,3337,2021-01-01,-942.0,1381.0,191.0,115373,0.028923578306882892
Corrientes,2021,2,46648,67262,3731,2021-04-01,-2512.0,4386.0,394.0,117641,0.031715133329366464
Corrientes,2021,3,44805,69403,7542,2021-07-01,-1843.0,2141.0,3811.0,121750,0.06194661190965092
Corrientes,2021,4,42523,71183,10138,2021-10-01,-2282.0,1780.0,2596.0,123844,0.08186105099964472
Corrientes,2022,1,40462,79093,10875,2022-01-01,-2061.0,7910.0,737.0,130430,0.0833780571954305
Corrientes,2022,2,38468,75769,18181,2022-04-01,-1994.0,-3324.0,7306.0,132418,0.13730006494585328
Corrientes,2022,3,36508,77140,18619,2022-07-01,-1960.0,1371.0,438.0,132267,0.14076829443474184
Corrientes,2022,4,34038,80283,26752,2022-10-01,-2470.0,3143.0,8133.0,141073,0.18963231801974864
Corrientes,2023,1,29577,81116,30016,2023-01-01,-4461.0,833.0,3264.0,140709,0.21331968815072241
Corrientes,2023,2,26821,82977,32834,2023-04-01,-2756.0,1861.0,2818.0,142632,0.2302007964552134
Corrientes,2023,3,24253,83897,36032,2023-07-01,-2568.0,920.0,3198.0,144182,0.2499063683400147
Corrientes,2023,4,21769,86102,35968,2023-10-01,-2484.0,2205.0,-64.0,143839,0.25005735579363036
Corrientes,2024,1,18390,85595,38268,2024-01-01,-3379.0,-507.0,2300.0,142253,0.26901365876290834
Corrientes,2024,2,14849,86226,39792,2024-04-01,-3541.0,631.0,1524.0,140867,0.2824792179857596
Córdoba,2014,1,336841,225769,347,2014-01-01,,,,562957,0.0006163881077950891
Córdoba,2014,2,337825,234729,351,2014-04-01,984.0,8960.0,4.0,572905,0.000612667021582985
Córdoba,2014,3,340212,240334,444,2014-07-01,2387.0,5605.0,93.0,580990,0.0007642128091705537
Córdoba,2014,4,345157,240452,419,2014-10-01,4945.0,118.0,-25.0,586028,0.0007149829018408677
Córdoba,2015,1,343883,247564,415,2015-01-01,-1274.0,7112.0,-4.0,591862,0.0007011769635489354
Córdoba,2015,2,348130,255596,435,2015-04-01,4247.0,8032.0,20.0,604161,0.0007200067531667883
Córdoba,2015,3,351692,264055,1450,2015-07-01,3562.0,8459.0,1015.0,617197,0.0023493309267543427
Córdoba,2015,4,353530,266062,480,2015-10-01,1838.0,2007.0,-970.0,620072,0.0007741036524790669
Córdoba,2016,1,350884,252346,674,2016-01-01,-2646.0,-13716.0,194.0,603904,0.0011160714285714285
Córdoba,2016,2,348891,277615,1709,2016-04-01,-1993.0,25269.0,1035.0,628215,0.002720406230351074
Córdoba,2016,3,348481,285480,2540,2016-07-01,-410.0,7865.0,831.0,636501,0.003990567178998933
Córdoba,2016,4,337368,289344,3368,2016-10-01,-11113.0,3864.0,828.0,630080,0.005345352971051295
Córdoba,2017,1,335673,293479,4871,2017-01-01,-1695.0,4135.0,1503.0,634023,0.007682686590234108
Córdoba,2017,2,341748,303488,4451,2017-04-01,6075.0,10009.0,-420.0,649687,0.0068509913235142465
Córdoba,2017,3,344580,319360,10579,2017-07-01,2832.0,15872.0,6128.0,674519,0.015683768730013536
Córdoba,2017,4,349710,324709,12778,2017-10-01,5130.0,5349.0,2199.0,687197,0.018594376867186558
Córdoba,2018,1,349342,326894,13178,2018-01-01,-368.0,2185.0,400.0,689414,0.019114784440118708
Córdoba,2018,2,345141,327636,13832,2018-04-01,-4201.0,742.0,654.0,686609,0.020145381141231763
Córdoba,2018,3,337620,342401,15785,2018-07-01,-7521.0,14765.0,1953.0,695806,0.022685921075702137
Córdoba,2018,4,328854,355716,17675,2018-10-01,-8766.0,13315.0,1890.0,702245,0.025169278528149007
Córdoba,2019,4,296872,410038,53335,2019-10-01,-31982.0,54322.0,35660.0,760245,0.07015501581726943
Córdoba,2020,1,286168,406109,68512,2020-01-01,-10704.0,-3929.0,15177.0,760789,0.09005387827636835
Córdoba,2020,2,282858,415007,85818,2020-04-01,-3310.0,8898.0,17306.0,783683,0.10950601199719785
Córdoba,2020,3,276360,430771,102217,2020-07-01,-6498.0,15764.0,16399.0,809348,0.12629548723169762
Córdoba,2020,4,267396,439322,125620,2020-10-01,-8964.0,8551.0,23403.0,832338,0.15092426394085096
